"subject_id","URL.4","URL.8","workflow_id","task","Full.Task.Text","data.value","original_id"
83381046,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CASEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CASEY_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'v-light': 2, 'Light': 1}]",82940949
83381046,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CASEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CASEY_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'v-light': 2, 'Light': 1}]",82940949
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'0-light': 1, 'Light': 2}]",82940950
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940951
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940952
83381050,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEERFOOT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEERFOOT_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'moderate': 1, 'Medium': 2}]",82940953
83381050,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEERFOOT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEERFOOT_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940953
83381051,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_GRASS_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_GRASS_SUMM_0002_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940954
83381051,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_GRASS_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_GRASS_SUMM_0002_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940954
83381052,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_GRIMES_SUMM_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_GRIMES_SUMM_0003_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940955
83381052,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_GRIMES_SUMM_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_GRIMES_SUMM_0003_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940955
83381053,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HEMLOCK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HEMLOCK_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940956
83381053,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HEMLOCK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HEMLOCK_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940956
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'None': 3}]",82940957
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'light-to-medium': 2, 'Light': 1}]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'light-to-none': 2, 'Light': 1}]",82940958
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940959
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940960
83381058,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_OWL_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_OWL_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940961
83381058,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_OWL_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_OWL_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'None': 3}]",82940961
83381059,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_SAND48NR14W20_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_SAND48NR14W20_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940962
83381059,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_SAND48NR14W20_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_SAND48NR14W20_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940962
83381060,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_THORNTON_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_THORNTON_SUMM_0002_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'medium-to-heavy': 2, 'Medium': 1}]",82940963
83381060,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_THORNTON_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_THORNTON_SUMM_0002_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'': 2, 'None': 1}]",82940963
83381061,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_TRIANGLE_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_TRIANGLE_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940964
83381061,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_TRIANGLE_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_TRIANGLE_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940964
83381062,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/BARAGA_STJOHNS_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/BARAGA_STJOHNS_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'light-to-moderate': 2, 'Light': 1}]",82940966
83381062,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/BARAGA_STJOHNS_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/BARAGA_STJOHNS_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940966
83381063,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_BROWNS_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_BROWNS_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940969
83381063,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_BROWNS_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_BROWNS_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940969
83381064,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CASCADES_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CASCADES_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'None': 3}]",82940971
83381064,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CASCADES_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CASCADES_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'None': 3}]",82940971
83381065,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CLARK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CLARK_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Heavy': 3}]",82940970
83381065,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CLARK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CLARK_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Medium': 3}]",82940970
83381066,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CLEAR_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CLEAR_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Heavy': 3}]",82940972
83381066,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CLEAR_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CLEAR_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Medium': 2, 'medium': 1}]",82940972
83381067,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CRISPELL_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CRISPELL_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Heavy': 3}]",82940973
83381067,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CRISPELL_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_CRISPELL_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940973
83381068,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_FARWELL_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_FARWELL_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940974
83381068,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_FARWELL_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_FARWELL_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Medium': 3}]",82940974
83381069,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_FREYMUTH_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_FREYMUTH_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940976
83381069,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_FREYMUTH_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_FREYMUTH_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940976
83381070,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_HEYDLAUFF_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_HEYDLAUFF_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'little-or-none': 2, 'None': 1}]",82940978
83381070,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_HEYDLAUFF_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_HEYDLAUFF_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940978
83381071,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_HOFFMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_HOFFMAN_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940980
83381071,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_HOFFMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_HOFFMAN_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940980
83381072,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_LIME_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_LIME_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940982
83381072,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_LIME_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_LIME_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940982
83381073,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_MERKLE_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_MERKLE_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940984
83381073,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_MERKLE_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/JACKSON_MERKLE_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940984
83381074,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mackinac_Brevort_SUMM_055.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mackinac_Brevort_SUMM_056.jpg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940986
83381074,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mackinac_Brevort_SUMM_055.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mackinac_Brevort_SUMM_056.jpg",18891,"T6","Intensity of Fishing – Winter","[{'not-open': 3}]",82940986
83381075,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mackinac_East_SUMM_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mackinac_East_SUMM_017.jpg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940988
83381075,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mackinac_East_SUMM_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mackinac_East_SUMM_017.jpg",18891,"T6","Intensity of Fishing – Winter","[{'None': 3}]",82940988
83381076,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mecosta_Blue_SUMM_012.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mecosta_Blue_SUMM_013.jpg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940989
83381076,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mecosta_Blue_SUMM_012.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Mecosta_Blue_SUMM_013.jpg",18891,"T6","Intensity of Fishing – Winter","[{'Medium': 3}]",82940989
83381077,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_BITLEY_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_BITLEY_SUMM_0002_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'light-to-medium': 2, 'Light': 1}]",82940991
83381077,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_BITLEY_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_BITLEY_SUMM_0002_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'None': 3}]",82940991
83381078,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_CONDON_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_CONDON_SUMM_0002_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82940993
83381078,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_CONDON_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_CONDON_SUMM_0002_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940993
83381079,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_DIAMOND_SUMM_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_DIAMOND_SUMM_0005_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940994
83381079,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_DIAMOND_SUMM_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_DIAMOND_SUMM_0005_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Medium': 3}]",82940994
83381080,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_HARDY_SUMM_0032_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_HARDY_SUMM_0032_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'medium-to-heavy': 2, 'Medium': 1}]",82940996
83381080,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_HARDY_SUMM_0032_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_HARDY_SUMM_0032_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'None': 3}]",82940996
83381081,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_NICHOLS_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_NICHOLS_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82940998
83381081,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_NICHOLS_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_NICHOLS_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82940998
83381082,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_ROBINSON_SUMM_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_ROBINSON_SUMM_0003_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82941001
83381082,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_ROBINSON_SUMM_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_ROBINSON_SUMM_0003_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Medium': 3}]",82941001
83381083,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_SAWKAW_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_SAWKAW_SUMM_0001_2.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Light': 3}]",82941002
83381083,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_SAWKAW_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/NEWAYGO_SAWKAW_SUMM_0001_2.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82941002
83381084,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/OSCEOLA_TODD_SUMM_0002_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/OSCEOLA_TODD_SUMM_0002_2.jpg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82941008
83381084,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/OSCEOLA_TODD_SUMM_0002_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/OSCEOLA_TODD_SUMM_0002_2.jpg",18891,"T6","Intensity of Fishing – Winter","[{'None': 3}]",82941008
83381085,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Schoolcraft_Corner_SUMM_7.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Schoolcraft_Corner_SUMM_8.jpeg",18891,"T5","Intensity of Fishing – Summer","[{'Medium': 3}]",82941010
83381085,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Schoolcraft_Corner_SUMM_7.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/Schoolcraft_Corner_SUMM_8.jpeg",18891,"T6","Intensity of Fishing – Winter","[{'Light': 3}]",82941010
